Habitat,Group,Order,Family,Species,SLA.Alien,SLA.Native,Hmax.Alien,Hmax.Native,SWT.Alien,SWT.Native,Ref
Boreal rain forest,Dicotyledons,Rosales,Rosaceae,Potentilla frigida,,190.3,,,,,883
Boreal rain forest,Dicotyledons,Rosales,Rosaceae,Potentilla reptans,289.4,,0.55,,0.29,,418; 884
Boreal rain forest,Dicotyledons,Rosales,Rosaceae,Potentilla verna,,172.9,,,,0.166,883; 884
Boreal rain forest,Dicotyledons,Ericales,Primulaceae,Primula elatior,237.6,,0.16,,0.85,,418; 884
Boreal rain forest,Dicotyledons,Ericales,Primulaceae,Primula farinosa,,223.3,,0.13,,0.08,418; 884
Boreal rain forest,Dicotyledons,Ericales,Primulaceae,Primula glutinosa,,140.2,,,,,883
Boreal rain forest,Dicotyledons,Ranunculales,Ranunculaceae,Ranunculus acris,225.9,,0.52,,1.553,,418; 884
Boreal rain forest,Dicotyledons,Ranunculales,Ranunculaceae,Ranunculus bulbosus,,193.7,,0.15,,2.733,418; 884
Boreal rain forest,Dicotyledons,Ranunculales,Ranunculaceae,Ranunculus ficaria,,307.6,,0.17,,2.856,418; 884
Boreal rain forest,Dicotyledons,Ranunculales,Ranunculaceae,Ranunculus glacialis,,156.5,,0.07,,,400; 883
Boreal rain forest,Dicotyledons,Ranunculales,Ranunculaceae,Ranunculus nemorosus,,153.4,,,,,418
Boreal rain forest,Dicotyledons,Ranunculales,Ranunculaceae,Ranunculus peruvianus,,144.9,,,,,883
Boreal rain forest,Dicotyledons,Caryophyllales,Polygonaceae,Rumex acetosella,197.7,,0.27,,0.364,,883; 884
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Senecio canescens,,36.1,,0.3,,,883
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Senecio comosus,,149.3,,,,,883
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Senecio incanus,,149.3,,,,0.8,883; 884
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Senecio nivalis,,42.2,,0.3,,,883
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Senecio reflexus,,54.6,,0.3,,,883
Boreal rain forest,Dicotyledons,Rosales,Rosaceae,Sibbaldia procumbens,,160.3,,0.05,,0.46,883; 884
Boreal rain forest,Dicotyledons,Caryophyllales,Caryophyllaceae,Silene thysanodes,,133.3,,,,,883
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Taraxacum alpinum,,274.1,,,,0.45,883; 884
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Taraxacum officinale,305.3,305.3,0.15,0.15,0.524,0.524,883; 884
Boreal rain forest,Dicotyledons,Fabales,Fabaceae,Trifolium repens,264.4,,0.18,,0.512,,883; 886
Boreal rain forest,Dicotyledons,Dipsacales,Valerianaceae,Valeriana pilosa,,82,,,,,883
Boreal rain forest,Dicotyledons,Lamiales,Scrophulariaceae,Veronica alpestris,,274.8,,,,,883
Boreal rain forest,Dicotyledons,Lamiales,Scrophulariaceae,Veronica bellidioides,,99.4,,0.07,,,400; 883
Boreal rain forest,Dicotyledons,Lamiales,Scrophulariaceae,Veronica chamaedrys,293.1,,0.22,,0.216,,418; 888
Boreal rain forest,Dicotyledons,Malpighiales,Violaceae,Viola sp.,,135.1,,0.1,,,883
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Werneria humilis,,103.1,,,,,883
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Werneria nubigena,,56.9,,,,,883
Boreal rain forest,Dicotyledons,Asterales,Asteraceae,Werneria pumila,,58.5,,,,,883
Cool temperate moist forest,Dicotyledons,Apiales,Araliaceae,Acanthopanax senticosus,,,,2,,,877
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer campestre,165.2,,13.24,,122.4,,142; 884
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer ginnala,,103.5,,10,,27.22,877; 884
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer monspessulanum,,119,,11,,46.08,257; 884
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer pensylvanicum,,275.8,,17.37,,37.3,396; 884
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer platanoides,124.2,124.2,26.53,26.53,143.324,143.324,883; 888
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer pseudoplatanus,139.2,,30.78,,30.6,,283; 883; 886
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer rubrum,,103.1,,34,,26.5,396; 884
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer saccharum,,66.3,,34.83,,55.2,396; 884
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Acer spicatum,,35.2,,8.52,,20.2,396; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Achillea millefolium,187.4,,0.45,,0.196,,242; 884
Cool temperate moist forest,Dicotyledons,Dipsacales,Adoxaceae,Adoxa moschatellina,,,,0.08,,64,784; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Aegilops geniculata,,240.3,,0.12,,14.802,257; 400; 445; 560; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Aegilops ovata,,230.4,,,,,258
Cool temperate moist forest,Dicotyledons,Sapindales,Sapindaceae,Aesculus hippocastanum,137,,27.93,,12976,,883; 884
Cool temperate moist forest,Dicotyledons,Lamiales,Lamiaceae,Agastache foeniculum,,127.5,,0.9,,0.3,150; 883; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Agropyron repens,154.6,,1,,2.1,,150; 883; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Agropyron sp.,,272.7,,,,,883
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Agrostis alba,,151.9,,1,,0.08,150; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Agrostis canina,,280.1,,0.1,,0.05,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Agrostis capillaris,,165.1,,0.27,,0.066,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Agrostis scabra,,123.6,,0.6,,0.052,150; 883; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Agrostis stolonifera,505.2,,0.28,,0.035,,242; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Agrostis vinealis,,154.2,,0.15,,0.06,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Aira praecox,,161.5,,0.05,,0.18,283; 400
Cool temperate moist forest,Monocotyledons,Alismatales,Alismataceae,Alisma plantago-aquatica,,,,0.6,,0.27,283
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Alliaria petiolata,,626.5,,1.06,,2.446,283; 400
Cool temperate moist forest,Monocotyledons,Asparagales,Alliaceae,Allium ursinum,,,,0.3,,4.89,283
Cool temperate moist forest,Monocotyledons,Asparagales,Alliaceae,Allium vineale,270.3,,0.25,,19,,242; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Alnus glutinosa,163.3,,15.85,,1.916,,283; 883; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Alnus incana,216.2,,11.16,,0.526,,883; 884
Cool temperate moist forest,Monocotyledons,Asparagales,Asphodelaceae,Aloe ciliaris,95.5,,,,,,51
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Alopecurus geniculatus,333.7,,0.1,,0.38,,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Alopecurus pratensis,158.5,,0.5,,0.754,,283
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Ambrosia artemisiifolia,134.7,,1.09,,3.99,,150; 400; 883; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Ambrosia psilostachya,,,,,6.665,,883; 888
Cool temperate moist forest,Dicotyledons,Rosales,Rosaceae,Amelanchier spicata,,,2.96,,4,,883; 884
Cool temperate moist forest,Dicotyledons,Fabales,Fabaceae,Amorpha canescens,,152.7,,1.5,,2,883; 884
Cool temperate moist forest,Dicotyledons,Ericales,Primulaceae,Anagallis arvensis,451.9,451.9,0.2,0.2,0.26,0.26,283
Cool temperate moist forest,Dicotyledons,Ericales,Ericaceae,Andromeda glaucophylla,,75.8,,0.3,,0.179,883; 884
Cool temperate moist forest,Dicotyledons,Ericales,Ericaceae,Andromeda polifolia,,80,,0.23,,0.2,883; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Andropogon gerardi,,143,,2,,2.4,883; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Andropogon gerardii,,94.1,,2,,3.1,150; 884
Cool temperate moist forest,Dicotyledons,Ranunculales,Ranunculaceae,Anemone cylindrica,,119.9,,,,1.3,150; 883; 884
Cool temperate moist forest,Dicotyledons,Ranunculales,Ranunculaceae,Anemone nemorosa,309.3,,0.31,,1.821,,283
Cool temperate moist forest,Dicotyledons,Ranunculales,Ranunculaceae,Anemone vitifolia,,,,,,0.47,877; 884
Cool temperate moist forest,Dicotyledons,Apiales,Apiaceae,Angelica sylvestris,,334,,1.02,,2.051,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Anthoxanthum odoratum,,234.4,,0.26,,0.521,242; 884
Cool temperate moist forest,Dicotyledons,Apiales,Apiaceae,Anthriscus sylvestris,132.5,,0.81,,4.475,,283
Cool temperate moist forest,Dicotyledons,Rosales,Rosaceae,Aphanes arvensis,,,0.08,,0.18,,283
Cool temperate moist forest,Dicotyledons,Apiales,Apiaceae,Apium nodiflorum,,,0.4,,0.53,,283
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Arabidopsis thaliana,22,,0.06,,0.02,,283
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Arabis hirsuta,,201,,0.38,,0.154,283
Cool temperate moist forest,Dicotyledons,Ericales,Ericaceae,Arbutus unedo,76,,10.11,,3.6,,883; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Arctium minus,,,1.5,,11.47,,283
Cool temperate moist forest,Dicotyledons,Caryophyllales,Caryophyllaceae,Arenaria serpyllifolia,,195,,0.25,,0.06,283
Cool temperate moist forest,Monocotyledons,Alismatales,Araceae,Arisaema triphyllum,,380,,0.5,,31,883; 884
Cool temperate moist forest,Dicotyledons,Piperales,Aristolochiaceae,Aristolochia rotunda,226.6,,0.53,,8.24,,257; 445
Cool temperate moist forest,Dicotyledons,Rosales,Rosaceae,Aronia melanocarpa,98,,3,,1.66,,577; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Arrhenatherum elatius,203.6,,1.14,,2.192,,242; 886
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Artemisia absinthium,188.7,,0.95,,0.1,,283
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Artemisia ludoviciana,,138,,1,,0.14,150; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Artemisia subdigitata,,154.7,,,,,877
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Artemisia vulgaris,288,,1.51,,0.143,,283
Cool temperate moist forest,Monocotyledons,Alismatales,Araceae,Arum maculatum,,,0.35,,57.902,,283
Cool temperate moist forest,Dicotyledons,Gentianales,Apocynaceae,Asclepias incarnata,,185.9,,,,3.65,150; 884
Cool temperate moist forest,Dicotyledons,Gentianales,Apocynaceae,Asclepias syriaca,,157,,1.5,,6.2,150; 883; 884
Cool temperate moist forest,Dicotyledons,Gentianales,Apocynaceae,Asclepias tuberosa,,127.2,,0.9,,6.8,150; 883; 884
Cool temperate moist forest,Dicotyledons,Gentianales,Apocynaceae,Asclepias viridiflora,,,,,,4.6,883; 884
Cool temperate moist forest,Dicotyledons,Gentianales,Apocynaceae,Asclepias viridis,,,,,,6.62,883; 884
Cool temperate moist forest,Dicotyledons,Magnoliales,Annonaceae,Asimina triloba,,,,11.45,,650.778,396; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Aster azureus,,97.5,,1,,0.17,150; 883; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Aster ericoides,,97.3,,0.9,,0.1,150; 883; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Aster laevis,,127.1,,0.75,,0.306,150; 400; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Aster lanceolatus,,132.3,,0.88,,,150; 400
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Aster novae-angliae,,149.7,,1.18,,0.4,150; 400; 883; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Aster puniceus,,123.4,,2.5,,0.22,150; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Asteraceae sp.,,76.7,,0.18,,0.2,883; 885
Cool temperate moist forest,Dicotyledons,Fabales,Fabaceae,Astragalus adsurgens,,75.8,,,,1.8,877; 884
Cool temperate moist forest,Dicotyledons,Fabales,Fabaceae,Astragalus caelestis,,105.3,,,,,883
Cool temperate moist forest,Dicotyledons,Fabales,Fabaceae,Astragalus canadensis,,103.3,,,,2,150; 884
Cool temperate moist forest,Dicotyledons,Caryophyllales,Amaranthaceae,Atriplex halimus,116.7,,,,1.29,,142; 884
Cool temperate moist forest,Dicotyledons,Caryophyllales,Amaranthaceae,Atriplex patula,,,1,,1.33,,283
Cool temperate moist forest,Dicotyledons,Caryophyllales,Amaranthaceae,Atriplex prostrata,,,1,,0.86,,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Avena barbata,215.4,,0.18,,7.092,,257; 400; 445; 888
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Avenula bromoides,,167.5,,0.43,,0.59,257; 445; 560
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Avenula pratensis,,92.8,,0.3,,2.08,283; 400
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Avenula pubescens,,211,,0.44,,1.92,283
Cool temperate moist forest,Dicotyledons,Caryophyllales,Amaranthaceae,Axyris amaranthoidos,,160.4,,0.9,,1.32,877; 884
Cool temperate moist forest,Dicotyledons,Fabales,Fabaceae,Baptisia leucantha,,89.6,,1.2,,16.1,150; 884
Cool temperate moist forest,Dicotyledons,Fabales,Fabaceae,Baptisia leucophaea,,106.3,,1,,,883
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Bellis perennis,,,0.12,,0.16,,283
Cool temperate moist forest,Dicotyledons,Ranunculales,Berberidaceae,Berberis vulgaris,117.4,,1.91,,13,,883; 884
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Berteroa incana,158.9,,0.33,,0.289,,150; 400; 886
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula albosinensis,,154.3,,15,,,877
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula alleghaniensis,,,,29.2,,0.9,396; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula humilis,,,,1.3,,,883
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula lenta,,,,18.95,,0.7,396; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula nana,,121.2,,0.63,,0.83,883; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula nigra,,118,,30,,1.21,883; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula papyrifera,,181.8,,22.08,,0.4,396; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula pendula,183.1,,24.5,,0.24,,883; 888
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula platyphylla,,150.9,,15,,0.23,877; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula pubescens,,143.6,,23.17,,0.32,400; 883; 884
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula pumila,,93.1,,2,,,883
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Betula sp.,,227.8,,25,,0.12,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bouteloua curtipendula,99.7,,0.8,,1.3,,150; 883; 884
Cool temperate moist forest,Dicotyledons,Gentianales,Rubiaceae,Bouvardia ternifolia,114.8,,0.9,,,,51
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Brachypodium distachyon,309.6,,0.29,,3.279,,257; 445; 560; 888
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Brachypodium phoenicoides,,149.8,,0.88,,3.189,257; 445; 560; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Brachypodium pinnatum,,99.9,,0.52,,2.81,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Brachypodium retusum,,178.5,,,,,258; 791
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Brachypodium sylvaticum,,416.5,,0.63,,1.852,283
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Brickellia eupatorioides,,,,,,0.94,883; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Briza maxima,264.8,,0.49,,2.156,,51; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Briza media,,72.5,,0.13,,0.303,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bromopsis erecta,,,,1.2,,4.23,784; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bromus erectus,137.7,,0.4,,4.264,,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bromus hordeaceus,287.8,,0.65,,1.912,,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bromus inermis,142.5,,0.6,,2.9,,883; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bromus lanceolatus,,258.8,,,,3.93,257; 400; 560; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bromus madritensis,362.7,,0.2,,5.736,,258; 400; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bromus ramosus,,,,0.6,,7.37,283
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Bromus sterilis,358,,0.4,,8.4,,283
Cool temperate moist forest,Dicotyledons,Lamiales,Scrophulariaceae,Buddleja davidii,170.2,,3.23,,0.1,,883; 884
Cool temperate moist forest,Dicotyledons,Apiales,Apiaceae,Bupleurum rigidum,,110.8,,0.2,,4.3,257; 445; 560
Cool temperate moist forest,Dicotyledons,Buxales,Buxaceae,Buxus sempervirens,66.6,,2.95,,14.3,,883; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Calamagrostis canadensis,,86.9,,0.71,,0.1,150; 884
Cool temperate moist forest,Dicotyledons,Lamiales,Lamiaceae,Calamintha nepeta,,270.1,,0.12,,0.157,257; 445; 560
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Calamovilfa longifolia,,77.2,,,,1.08,150; 883; 884
Cool temperate moist forest,Monocotyledons,Zingiberales,Marantaceae,Calathea bachemiana,,204.2,,0.22,,,51
Cool temperate moist forest,Dicotyledons,Malvales,Malvaceae,Callirhoe involucrata,,,,,,5.6,883; 884
Cool temperate moist forest,Dicotyledons,Lamiales,Plantaginaceae,Callitriche stagnalis,,114.9,,0.01,,0.09,283
Cool temperate moist forest,Dicotyledons,Ericales,Ericaceae,Calluna vulgaris,119.6,,0.95,,0.035,,283; 883; 888
Cool temperate moist forest,Dicotyledons,Ranunculales,Ranunculaceae,Caltha palustris,,274,,0.26,,0.855,283
Cool temperate moist forest,Dicotyledons,Solanales,Convolvulaceae,Calystegia sepium,,,2,,33.9,,283
Cool temperate moist forest,Dicotyledons,Asterales,Campanulaceae,Campanula rotundifolia,,149,,0.13,,0.056,283
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Capsella bursa-pastoris,270.2,,0.27,,0.243,,283
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Cardamine amara,,,,0.4,,0.26,283
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Cardamine flexuosa,,,,0.15,,0.13,283
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Cardamine hirsuta,1091.9,,0.31,,0.073,,283
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Cardamine laciniata,,300.6,,0.4,,1.638,883; 884
Cool temperate moist forest,Dicotyledons,Brassicales,Brassicaceae,Cardamine pratensis,278.8,,0.15,,0.6,,283
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex acutiformis,,175,,1.5,,1.11,283; 400
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex caryophyllea,,235.2,,0.1,,1.19,283
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex flacca,,46.1,,0.32,,0.567,283
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex hallerana,,145.6,,0.15,,,257; 560
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex halleriana,,171,,0.06,,1.627,445; 884
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex lanceolata,,160,,,,1.54,877; 884
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex lasiocarpa,,87.5,,0.73,,7.1,150; 884
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex nigra,206.2,,0.24,,0.802,,283
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex panicea,227.4,,0.21,,1.987,,283
Cool temperate moist forest,Monocotyledons,Poales,Cyperaceae,Carex pilulifera,,,,0.1,,1.134,283
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Carlina vulgaris,,331,,0.6,,1.53,283
Cool temperate moist forest,Dicotyledons,Fagales,Betulaceae,Carpinus caroliniana,,,,9.87,,26,396; 884
Cool temperate moist forest,Dicotyledons,Fagales,Juglandaceae,Carya cordiformis,,,,36.63,,2797.6,396; 884
Cool temperate moist forest,Dicotyledons,Fagales,Juglandaceae,Carya glabra,,119,,31.18,,3502,883; 884
Cool temperate moist forest,Dicotyledons,Fagales,Juglandaceae,Carya ovata,,110.2,,29.89,,4401,396; 884
Cool temperate moist forest,Dicotyledons,Fagales,Juglandaceae,Carya sp.,149.6,,,,,,536
Cool temperate moist forest,Dicotyledons,Fabales,Fabaceae,Cassia fasciculata,,215.5,,,,8,150; 884
Cool temperate moist forest,Dicotyledons,Fagales,Fagaceae,Castanea sativa,161.5,,30.94,,9944,,883; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Catananche caerulea,158,,,,3.28,,257; 560; 884
Cool temperate moist forest,Monocotyledons,Poales,Poaceae,Catapodium rigidum,,,0.13,,0.18,,784; 884
Cool temperate moist forest,Dicotyledons,Gentianales,Apocynaceae,Catharanthus roseus,331.1,,1,,1.4,,51; 884
Cool temperate moist forest,Dicotyledons,Ranunculales,Berberidaceae,Caulophyllum thalictroides,,427.8,,0.75,,198.6,883; 884
Cool temperate moist forest,Dicotyledons,Rosales,Ulmaceae,Celtis australis,,,25,,188.8,,142; 888
Cool temperate moist forest,Dicotyledons,Rosales,Ulmaceae,Celtis occidentalis,,120.8,,33.5,,126.4,883; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Centaurea jacea,176.5,,0.85,,1.06,,400; 883; 884
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Centaurea nigra,,306.7,,0.51,,2.437,283
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Centaurea pratensis,,625,,0.6,,,242
Cool temperate moist forest,Dicotyledons,Asterales,Asteraceae,Centaurea scabiosa,59.7,,0.46,,6.963,,283
Cool temperate moist forest,Dicotyledons,Gentianales,Gentianaceae,Centaurium erythraea,,232.6,,0.34,,0.01,283
Cool temperate moist forest,Dicotyledons,Caryophyllales,Caryophyllaceae,Cerastium fontanum,174.5,174.5,0.15,0.15,0.157,0.157,242; 884
