TaxonName,SpeciesName_alt,Division,Class,Family,Genus,species,subspecies,Sp.code,NaturalisationPeriod,ShadeTolerance,RaunkierLifeMode,lifeform,EslerLifeMode,WeedBiostatus,MeanPlantHeight,LeafLongevity,LeafForm,MeanMaximumLeafLength,LeafWidth,MinimumJulvenilePeriod,SpinesBurrs,Poisonous,AnimalPalatability,NitrogenFixer,Distribution,SexualReproductiveSystem,FlowerPeriodLength,MeanLongFruitLength,MeanShortFruitLength,FruitingPeriodLength,SeedProductionViability,SeedPerPlant,SeedLength,SeedWidth,MeanSeedMass
Rubus cissoides A.Cunn.,Rubus cissoides A.Cunn.,Spermatophyta,Dicotyledonae,Rosaceae,Rubus,cissoides,NA,RUBCIS,Not applicable,Low,Phanerophyte,Phanerophyte,"Vines, Stem climbers","Present in NZ (wild - endemic NZ native, extant)",,Evergreen,Broad leaved,100,30,,Yes,No,No,No,Widespread,Hermaphrodite,3,7,6,6,No viability data,"1,000 - 10,000",2.1,,1
Rubus fruticosus L.,Rubus fruticosus L.,Spermatophyta,Dicotyledonae,Rosaceae,Rubus,fruticosus,NA,RUBFRU,1840 - 1870,,Phanerophyte,Phanerophyte,"Woody species, Spreading to erect small shrubs",Present in NZ (wild - naturalised exotic),,Semi-evergreen,Broad leaved,,,2,Yes,No,No,No,Widespread,Hermaphrodite,6,13,,7,Low viability,,1,,2
Rubus idaeus L.,Rubus idaeus L.,Spermatophyta,Dicotyledonae,Rosaceae,Rubus,idaeus,NA,RUBIDA,1870 - 1900,,Phanerophyte,Phanerophyte,"Woody species, Spreading to erect small shrubs",Present in NZ (wild - naturalised exotic),,Deciduous,Broad leaved,115,85,,Yes,,,,Locally common,Hermaphrodite,,,,,,,,,3
Rubus schmidelioides A.Cunn.,Rubus schmidelioides A.Cunn.,Spermatophyta,Dicotyledonae,Rosaceae,Rubus,schmidelioides,NA,RUBSCH,Not applicable,Low,Phanerophyte,Phanerophyte,"Vines, Stem climbers","Present in NZ (wild - endemic NZ native, extant)",,Evergreen,Broad leaved,67,22,,Yes,No,No,No,Widespread,Hermaphrodite,3,6,6,5,Seed produced,"1,000 - 10,000",2.2,,1
Rubus squarrosus Fritsch,Rubus squarrosus Fritsch,Spermatophyta,Dicotyledonae,Rosaceae,Rubus,squarrosus,NA,RUBSQU,Not applicable,,Phanerophyte,Phanerophyte,"Vines, Stem climbers","Present in NZ (wild - endemic NZ native, extant)",,No data available,Broad leaved,190,,,Yes,,,,Locally common,,3,6,,6,Seed produced,,2.2,,
Salix ×fragilis L.,Salix fragilis L.,Spermatophyta,Dicotyledonae,Salicaceae,Salix,×fragilis,NA,SALFRA,1900 - 1940,Moderate,Phanerophyte,Phanerophyte,"Woody species, Large trees (> 10m)",Present in NZ (wild - naturalised exotic),,Evergreen,Broad leaved,110,18,,No,No,Yes,No,Widespread,Dioecious,2,,,,No viability data,,,,
Sambucus nigra L.,Sambucus nigra L.,Spermatophyta,Dicotyledonae,Caprifoliaceae,Sambucus,nigra,NA,SAMNIG,1840 - 1870,,Phanerophyte,Phanerophyte,"Woody species, Small trees (3-6m)",Present in NZ (wild - naturalised exotic),,Evergreen,Broad leaved,88,49,,No,No,Yes,No,,,3,7,7,,No viability data,,3,,2
Schefflera digitata J.R.Forst. & G.Forst.,Schefflera digitata J.R.Forst. & G.Forst.,Spermatophyta,Dicotyledonae,Araliaceae,Schefflera,digitata,NA,SCHDIG,Not applicable,,Phanerophyte,Phanerophyte,"Woody species, Medium trees (6-10m)","Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,160,,,No,No,Yes,,Widespread,,2,4,,2,Seed produced,,2.3,,0
Solanum chenopodioides Lam.,Solanum chenopodioides Lam.,Spermatophyta,Dicotyledonae,Solanaceae,Solanum,chenopodioides,NA,SOLCHE,1900 - 1940,Low,Phanerophyte,Phanerophyte,"Herbaceous perennials, Erect dicots",Present in NZ (wild - naturalised exotic),,Evergreen,Broad leaved,98,35,,No,Yes,,No,Widespread,Hermaphrodite,3,1,1,,No viability data,"1,000 - 10,000",2,1,
Solanum marginatum L.f.,Solanum marginatum L.f.,Spermatophyta,Dicotyledonae,Solanaceae,Solanum,marginatum,NA,SOLMAR,1870 - 1900,Low,Phanerophyte,Phanerophyte,"Woody species, Tall shrubs (2.5m-5m)",Present in NZ (wild - naturalised exotic),,Evergreen,Broad leaved,290,180,,Yes,No data available,No data available,No,Widespread,Hermaphrodite,5,40,40,,No viability data,,,4,
Sophora microphylla Aiton,Sophora microphylla Aiton,Spermatophyta,Dicotyledonae,Fabaceae,Sophora,microphylla,NA,SOPMIC,Not applicable,,Phanerophyte,Phanerophyte,"Woody species, Medium trees (6-10m)","Present in NZ (wild - endemic NZ native, extant)",,,Broad leaved,150,14,,,,,Yes,Widespread,,,,,,Seed produced,,7,,62
Vittadinia gracilis (Hook.f.) N.T.Burb.,Vittadinia gracilis (Hook.f.) N.T.Burb.,Spermatophyta,Dicotyledonae,Asteraceae,Vittadinia,gracilis,NA,VITGRA,1870 - 1900,Low,Phanerophyte,Phanerophyte,"Herbaceous perennials, Erect dicots",Present in NZ (wild - naturalised exotic),,Evergreen,Broad leaved,20,6,,No,No,No,No,Locally common,Hermaphrodite,,4,,,Seed produced,"1,000 - 10,000",,,
Aphanes arvensis L.,Aphanes arvensis L.,Spermatophyta,Dicotyledonae,Rosaceae,Aphanes,arvensis,NA,APHARV,1840 - 1870,Low,Therophyte,Therophyte,"Herbaceous perennials, Mat-forming dicots",Present in NZ (wild - naturalised exotic),0.02,Evergreen,Broad leaved,6,6,0.5,No,No,,No,Widespread,Hermaphrodite,,2,,,No viability data,10 - 100,2.3,,0
Sagina apetala Ard.,Sagina apetala Ard.,Spermatophyta,Dicotyledonae,Caryophyllaceae,Sagina,apetala,NA,SAGAPE,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flowering/ow",Present in NZ (wild - naturalised exotic),0.05,Deciduous,Broad leaved,6,1,,No,No,No data available,No,Widespread,Hermaphrodite,3,,,5,No viability data,"100 - 1,000",0.35,,0
Plantago coronopus L.,Plantago coronopus L.,Spermatophyta,Dicotyledonae,Plantaginaceae,Plantago,coronopus,NA,PLACOR,1870 - 1900,Low,Therophyte,Therophyte,"Herbaceous perennials, Rosette dicots",Present in NZ (wild - naturalised exotic),0.06,Evergreen,Broad leaved,75,3,0.23,No,No,,No,Widespread,Hermaphrodite,10,2,1,9,High viability,"1,000 - 10,000",0.9,,0
Trifolium micranthum Viv.,Trifolium micranthum Viv.,Spermatophyta,Dicotyledonae,Fabaceae,Trifolium,micranthum,NA,TRIMIC,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.06,Deciduous,Broad leaved,7,,,No,No,Yes,Yes,Locally common,Hermaphrodite,4,2,1,,No viability data,,,1,
Arenaria serpyllifolia L.,Arenaria serpyllifolia L.,Spermatophyta,Dicotyledonae,Caryophyllaceae,Arenaria,serpyllifolia,NA,ARESER,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - no data available",Present in NZ (wild - naturalised exotic),0.09,Deciduous,Broad leaved,4,2,,No,No,,No,Widespread,Hermaphrodite,4,1,,4,No viability data,"1,000 - 10,000",0.5,,0
Aira caryophyllea L.,Aira caryophyllea L.,Spermatophyta,Monocotyledonae,Poaceae,Aira,caryophyllea,NA,AIRCAR,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - graminiform",Present in NZ (wild - naturalised exotic),0.1,,Grass leaved - Rolled,32,1,,No,No,Yes,No,Widespread,,,,,,Seed produced,,1.5,0.45,0
Cerastium semidecandrum L.,Cerastium semidecandrum L.,Spermatophyta,Dicotyledonae,Caryophyllaceae,Cerastium,semidecandrum,NA,CERSEM,1940 - 1970,,Therophyte,Therophyte,"Annuals, Form - ascending",Present in NZ (wild - naturalised exotic),0.1,,Broad leaved,7,4,,,,,,Widespread,,,,,,No viability data,,0.4,,0
Cotula australis (Spreng.) Hook.f.,Cotula australis (Spreng.) Hook.f.,Spermatophyta,Dicotyledonae,Asteraceae,Cotula,australis,NA,COTAUS,Not applicable,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - summer-flowering/ow","Present in NZ (wild - non endemic NZ native, extant)",0.1,Deciduous,Broad leaved,23,,,No,No,Yes,No,Widespread,Hermaphrodite,12,1,1,,No viability data,"1,000 - 10,000",1,0.5,1
Fumaria muralis W.D.J.Koch,Fumaria muralis W.D.J.Koch,Spermatophyta,Dicotyledonae,Papaveraceae,Fumaria,muralis,NA,FUMMUR,1870 - 1900,Low,Therophyte,Therophyte,"Annuals, Form - ascending",Present in NZ (wild - naturalised exotic),0.1,Deciduous,Broad leaved,80,40,,No,No,No data available,No,,Hermaphrodite,6,2,2,7,No viability data,"100 - 1,000",2.3,,
Medicago nigra (L.) Krock.,Medicago nigra (L.) Krock.,Spermatophyta,Dicotyledonae,Fabaceae,Medicago,nigra,NA,MEDNIG,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.1,Deciduous,Broad leaved,15,,,Yes,Yes,,Yes,Locally common,Hermaphrodite,11,6,6,,No viability data,"100 - 1,000",3,,
Oxalis corniculata L.,Oxalis corniculata L.,Spermatophyta,Dicotyledonae,Oxalidaceae,Oxalis,corniculata,NA,OXACOR,1940 - 1970,Low,,Therophyte,"Annuals, Form - erect, Phenology - summer-flowering/ow",Present in NZ (wild - naturalised exotic),0.1,Deciduous,Broad leaved,,,,No,Yes,No data available,No,Widespread,Hermaphrodite,12,14,,,No viability data,,1.2,,0
Poa infirma Kunth,Poa infirma Kunth,Spermatophyta,Monocotyledonae,Poaceae,Poa,infirma,NA,POAINF,1940 - 1970,,,Therophyte,"Annuals, Form - erect",Present in NZ (wild - naturalised exotic),0.1,,Grass leaved - Flat,30,3,,,,,,,,,,,,,,1,0.5,
Spergularia rubra (L.) J.Presl & C.Presl,Spergularia rubra (L.) J.Presl & C.Presl,Spermatophyta,Dicotyledonae,Caryophyllaceae,Spergularia,rubra,NA,SPERUB,1870 - 1900,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - summer-flowering/ow",Present in NZ (wild - naturalised exotic),0.1,Deciduous,Broad leaved,7,1,,No,No,,No,Widespread,Hermaphrodite,7,,,7,No viability data,,0.5,,0
Trifolium suffocatum L.,Trifolium suffocatum L.,Spermatophyta,Dicotyledonae,Fabaceae,Trifolium,suffocatum,NA,TRISUF,1900 - 1940,,Therophyte,Therophyte,"Annuals, Form - prostrate",Present in NZ (wild - naturalised exotic),0.1,,Broad leaved,55,,,No,No,,Yes,Widespread,,8,3,,,Seed produced,,,1,0
Aira praecox L.,Aira praecox L.,Spermatophyta,Monocotyledonae,Poaceae,Aira,praecox,NA,AIRPRA,1870 - 1900,Low,Therophyte,Therophyte,"Annuals, Form - erect",Present in NZ (wild - naturalised exotic),0.12,,Grass leaved - Rolled,23,1,,No,No,Yes,No,Scattered,,2,,,3,Seed produced,,1.7,0.5,1
Briza minor L.,Briza minor L.,Spermatophyta,Monocotyledonae,Poaceae,Briza,minor,NA,BRIMIN,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - summer",Present in NZ (wild - naturalised exotic),0.12,,Grass leaved - Flat,160,6,,No,No,Yes,No,Scattered,,,,,,Seed produced,10 - 100,0.4,0.4,0
Parapholis incurva (L.) C.E.Hubb.,Parapholis incurva (L.) C.E.Hubb.,Spermatophyta,Monocotyledonae,Poaceae,Parapholis,incurva,NA,PARINC,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - ascending",Present in NZ (wild - naturalised exotic),0.12,,Grass leaved - Flat,75,1,,No,No,Yes,No,Widespread,Monoecious,,,,,No viability data,"100 - 1,000",3,0.8,
Trifolium subterraneum L.,Trifolium subterraneum L.,Spermatophyta,Dicotyledonae,Fabaceae,Trifolium,subterraneum,NA,TRISUB,1900 - 1940,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flowering/ow",Present in NZ (wild - naturalised exotic),0.12,Deciduous,Broad leaved,40,,1,No,No,Yes,Yes,Locally common,Hermaphrodite,6,3,2,,No viability data,,2,,7
Veronica arvensis L.,Veronica arvensis L.,Spermatophyta,Dicotyledonae,Ericaceae,Veronica,arvensis,NA,VERARV,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.14,Deciduous,Broad leaved,13,7,,No,No,,No,Widespread,Hermaphrodite,10,,3,,No viability data,"> 10,000",1.1,,0
Juncus bufonius L.,Juncus bufonius L.,Spermatophyta,Monocotyledonae,Juncaceae,Juncus,bufonius,NA,JUNBUF,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - summer",Present in NZ (wild - naturalised exotic),0.15,Evergreen,Grass leaved - Flat,,,0.12,No,No data available,No data available,No,Widespread,Hermaphrodite,4,3,,3,No viability data,"100 - 1,000",0.6,,0
Trifolium arvense L.,Trifolium arvense L.,Spermatophyta,Dicotyledonae,Fabaceae,Trifolium,arvense,NA,TRIARV,1870 - 1900,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.15,Deciduous,Broad leaved,19,,,No,No,Yes,Yes,Widespread,Hermaphrodite,10,2,2,,No viability data,,0.8,1,0
Trifolium glomeratum L.,Trifolium glomeratum L.,Spermatophyta,Dicotyledonae,Fabaceae,Trifolium,glomeratum,NA,TRIGLO,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.15,Deciduous,Broad leaved,20,,,No,No,Yes,Yes,Locally common,Hermaphrodite,5,3,2,,No viability data,,1,1,0
Cardamine hirsuta L.,Cardamine hirsuta L.,Spermatophyta,Dicotyledonae,Brassicaceae,Cardamine,hirsuta,NA,CARHIR,1900 - 1940,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.17,Deciduous,Broad leaved,,,,No,No,Yes,No,,Hermaphrodite,5,18,1,5,No viability data,,1,,0
Stachys arvensis (L.) L.,Stachys arvensis (L.) L.,Spermatophyta,Dicotyledonae,Lamiaceae,Stachys,arvensis,NA,STAARV,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.18,Semi-evergreen,Broad leaved,,16,,No,Yes,No,No,Widespread,Hermaphrodite,12,2,,,No viability data,,,,
Trifolium striatum L.,Trifolium striatum L.,Spermatophyta,Dicotyledonae,Fabaceae,Trifolium,striatum,NA,TRISTT,1900 - 1940,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.18,Deciduous,Broad leaved,40,,,No,No,Yes,Yes,Widespread,Hermaphrodite,4,3,,,No viability data,,,2,2
Cerastium glomeratum Thuill.,Cerastium glomeratum Thuill.,Spermatophyta,Dicotyledonae,Caryophyllaceae,Cerastium,glomeratum,NA,CERGLO,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.2,Deciduous,Broad leaved,18,8,,No,No,Yes,No,Widespread,Hermaphrodite,3,,,3,No viability data,"1,000 - 10,000",0.6,0.4,0
Erodium moschatum (L.) L'Hér.,Erodium moschatum (L.) L'Hér.,Spermatophyta,Dicotyledonae,Geraniaceae,Erodium,moschatum,NA,EROMOS,1870 - 1900,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.2,Deciduous,Broad leaved,,,,No,No,No data available,No,Widespread,Hermaphrodite,3,33,,,No viability data,"1,000 - 10,000",,,2
Lobularia maritima (L.) Desv.,Lobularia maritima (L.) Desv.,Spermatophyta,Dicotyledonae,Brassicaceae,Lobularia,maritima,NA,LOBMAR,1870 - 1900,Low,Therophyte,Therophyte,"Herbaceous perennials, Erect dicots",Present in NZ (wild - naturalised exotic),0.2,Evergreen,Broad leaved,21,3,,No,No,,No,Widespread,Hermaphrodite,8,4,2,8,No viability data,"100 - 1,000",1.2,1,0
Poa annua L.,Poa annua L.,Spermatophyta,Monocotyledonae,Poaceae,Poa,annua,NA,POAANN,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.2,,Grass leaved - Flat,53,4,,No,No,Yes,No,Widespread,Monoecious,,,,,Seed produced,"100 - 1,000",1.5,0.5,0
Ranunculus parviflorus L.,Ranunculus parviflorus L.,Spermatophyta,Dicotyledonae,Ranunculaceae,Ranunculus,parviflorus,NA,RANPAR,1870 - 1900,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flowering/ow",Present in NZ (wild - naturalised exotic),0.2,Deciduous,Broad leaved,75,25,,No,Yes,,No,Widespread,Hermaphrodite,3,2,2,3,No viability data,"100 - 1,000",2.8,,0
Anagallis arvensis L.,Anagallis arvensis L.,Spermatophyta,Dicotyledonae,Primulaceae,Anagallis,arvensis,NA,ANAARV,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.22,Semi-evergreen,Broad leaved,15,11,,No,Yes,,No,Widespread,Hermaphrodite,12,,4,,No viability data,"100 - 1,000",1.1,,0
Euphorbia peplus L.,Euphorbia peplus L.,Spermatophyta,Dicotyledonae,Euphorbiaceae,Euphorbia,peplus,NA,EUPPEP,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.22,Deciduous,Broad leaved,15,,,No,Yes,,No,Widespread,Monoecious,,,,,No viability data,"100 - 1,000",1.5,1.5,0
Capsella bursa-pastoris (L.) Medik.,Capsella bursa-pastoris (L.) Medik.,Spermatophyta,Dicotyledonae,Brassicaceae,Capsella,bursa-pastoris,NA,CAPBUR,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.23,Deciduous,Broad leaved,100,35,0.2,No,No,Yes,No,Widespread,Hermaphrodite,5,8,6,5,High viability,"1,000 - 10,000",1,0.5,0
Lepidium didymum L.,Coronopus didymus (L.) Sm.,Spermatophyta,Dicotyledonae,Brassicaceae,Lepidium,didymum,NA,LEPDID,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - long-flowering/ow",Present in NZ (wild - naturalised exotic),0.23,Deciduous,Broad leaved,80,17,,No,No,Yes,No,Widespread,Hermaphrodite,3,1,2,3,No viability data,"1,000 - 10,000",1,,0
Sherardia arvensis L.,Sherardia arvensis L.,Spermatophyta,Dicotyledonae,Rubiaceae,Sherardia,arvensis,NA,SHEARV,1870 - 1900,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - summer-flowering/ow",Present in NZ (wild - naturalised exotic),0.23,Deciduous,Broad leaved,8,2,,No,No,,No,Widespread,Hermaphrodite,12,2,,,No viability data,"100 - 1,000",,,1
Spergula arvensis L.,Spergula arvensis L.,Spermatophyta,Dicotyledonae,Caryophyllaceae,Spergula,arvensis,NA,SPEARV,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.23,Deciduous,Broad leaved,18,1,0.12,,,,,,Hermaphrodite,9,6,,9,No viability data,"100 - 1,000",1.5,1,0
Calandrinia menziesii (Hook.) Torr. & A.Gray,Calandrinia menziesii (Hook.) Torr. & A.Gray,Spermatophyta,Dicotyledonae,Portulacaceae,Calandrinia,menziesii,NA,CALMEN,1870 - 1900,,,Therophyte,"Annuals, Form - ascending",Present in NZ (wild - naturalised exotic),0.25,,Broad leaved,50,5,,,,,,,,3,,,3,Seed produced,,1.8,,
Erodium cicutarium (L.) L'Hér.,Erodium cicutarium (L.) L'Hér.,Spermatophyta,Dicotyledonae,Geraniaceae,Erodium,cicutarium,NA,EROCIC,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.25,Deciduous,Broad leaved,150,,,No,No,Yes,No,Widespread,Hermaphrodite,9,32,,,No viability data,"100 - 1,000",,,2
Hypochaeris glabra L.,Hypochaeris glabra L.,Spermatophyta,Dicotyledonae,Asteraceae,Hypochaeris,glabra,NA,HYPGLA,1840 - 1870,,,Therophyte,"Annuals, Form - ascending",Present in NZ (wild - naturalised exotic),0.25,,Broad leaved,63,13,,,,,,,,6,6,,,Seed produced,,4.5,,
Lamium purpureum L.,Lamium purpureum L.,Spermatophyta,Dicotyledonae,Lamiaceae,Lamium,purpureum,NA,LAMPUR,1900 - 1940,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.25,Deciduous,Broad leaved,92,24,,No,No,No data available,No,Widespread,Hermaphrodite,3,4,,,No viability data,,2.3,,0
Orobanche minor Sm.,Orobanche minor Sm.,Spermatophyta,Dicotyledonae,Orobanchaceae,Orobanche,minor,NA,OROMIN,1840 - 1870,Moderate,Therophyte,Therophyte,Parasites,Present in NZ (wild - naturalised exotic),0.25,Deciduous,Broad leaved,15,,,No,,No data available,No,Widespread,Hermaphrodite,6,7,,,No viability data,"> 10,000",0.3,,0
Trifolium dubium Sibth.,Trifolium dubium Sibth.,Spermatophyta,Dicotyledonae,Fabaceae,Trifolium,dubium,NA,TRIDUB,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flush/ow",Present in NZ (wild - naturalised exotic),0.25,Deciduous,Broad leaved,7,,,No,No,Yes,Yes,Widespread,,9,3,2,,No viability data,,1.25,,0
Veronica persica Poir.,Veronica persica Poir.,Spermatophyta,Dicotyledonae,Ericaceae,Veronica,persica,NA,VERPER,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.25,Semi-evergreen,Broad leaved,20,13,,No,No,,No,Widespread,Hermaphrodite,12,,8,,No viability data,"1,000 - 10,000",1.5,,0
Vicia hirsuta (L.) Gray,Vicia hirsuta (L.) Gray,Spermatophyta,Dicotyledonae,Fabaceae,Vicia,hirsuta,NA,VICHIR,1840 - 1870,Low,Therophyte,Therophyte,"Vines, Tendril climbers",Present in NZ (wild - naturalised exotic),0.25,Evergreen,Broad leaved,,,,No,No,Yes,Yes,Widespread,Hermaphrodite,8,10,,,No viability data,,2.5,,6
Montia fontana L.,Montia fontana L.,Spermatophyta,Dicotyledonae,Portulacaceae,Montia,fontana,NA,MONFON,Not applicable,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - spring-flowering/ow","Present in NZ (wild - non endemic NZ native, extant)",0.26,Evergreen,Broad leaved,9,4,,No,No data available,No data available,,,Hermaphrodite,3,,,3,No viability data,10 - 100,1,,
Stellaria media (L.) Vill.,Stellaria media (L.) Cirillo,Spermatophyta,Dicotyledonae,Caryophyllaceae,Stellaria,media,NA,STEMED,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - all seasons/ow",Present in NZ (wild - naturalised exotic),0.27,Semi-evergreen,Broad leaved,23,10,0.12,No,No,Yes,No,Widespread,Hermaphrodite,6,,,6,High viability,"1,000 - 10,000",1,,0
Torilis nodosa (L.) Gaertn.,Torilis nodosa (L.) Gaertn.,Spermatophyta,Dicotyledonae,Apiaceae,Torilis,nodosa,NA,TORNOD,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - summer-flowering/ow",Present in NZ (wild - naturalised exotic),0.28,Deciduous,Broad leaved,13,,,No,No,No data available,No,Locally common,,6,3,,,No viability data,,,,
Crepis capillaris (L.) Wallr.,Crepis capillaris (L.) Wallr.,Spermatophyta,Dicotyledonae,Asteraceae,Crepis,capillaris,NA,CRECAP,1840 - 1870,Low,Therophyte,Therophyte,"Annuals, Form - erect, Phenology - summer",Present in NZ (wild - naturalised exotic),0.3,Deciduous,Broad leaved,125,20,0.46,No,No,Yes,No,Widespread,Hermaphrodite,7,2,,7,No viability data,,2,,0
"Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.","Daucus glochidiatus (Labill.) Fisch., C.A.Mey. & Avé-Lall.",Spermatophyta,Dicotyledonae,Apiaceae,Daucus,glochidiatus,NA,DAUGLO,Not applicable,Low,Therophyte,Therophyte,"Annuals, Form - erect","Present in NZ (wild - non endemic NZ native, extant)",0.3,Deciduous,Broad leaved,,,,No,No,No data available,No,Rare,No data available,6,4,3,,Seed produced,10 - 100,4,3,1
